aahe: aahed
seft: sefton
sehy: sehyo
ehyo: sehyo
seyb: seybertite
seif: seif
iyuh: seiyuhonto
yuho: seiyuhonto
uhon: seiyuhonto
iyuk: seiyukai
seim: seimas
seiu: seiurus
seja: sejant
ejea: sejeant
ekhw: sekhwan
seko: sekos
ekos: sekos
omcy: seldomcy
tyse: selectivitysenescence
ctma: selectman
fadj: selfadjoint
lfci: selfcide
fcid: selfcide
lfef: selfeffacing
fhyp: selfhypnotization
fmov: selfmovement
fpre: selfpreservatory
lfse: selfseekingness
fsuf: selfsufficiency
fsus: selfsustainingly
lsov: selsoviet
ltzo: seltzogene
tzog: seltzogene
selz: selzogene
elzo: selzogene
lzog: selzogene
eiog: semeiography
melf: semelfactive
iacq: semiacquaintance
iadj: semiadjectively
miaf: semiaffectionate
iahm: semiahmoo
miax: semiaxis
ibay: semibay
ibej: semibejan
ibif: semibifid
iear: semiearly
mief: semieffigy
iegg: semiegg
mieq: semiequitant
miev: semievergreen
iexe: semiexecutive
ifai: semifailure
ifud: semifuddle
ifut: semifuturistic
igir: semigirder
ihib: semihibernation
iint: semiintoxicated
mije: semijealousy
ijea: semijealousy
ijub: semijubilee
iloy: semiloyalty
imaj: semimajor
ioss: semiosseous
irui: semiruin
isir: semisirque
sirq: semisirque
isix: semisixth
miup: semiupright
iupr: semiupright
iurb: semiurban
mivu: semivulcanized
iwoo: semiwoody
rjuv: semperjuvenescent
msem: semsem
naah: senaah
ctud: senectude
enij: senijextee
nije: senijextee
ijex: senijextee
jext: senijextee
senl: senlac
nouf: senoufo
itiy: sensibilitiy
nufo: senufo
senz: senza
eoul: seoul
sepd: sepd
sepg: sepg
sepn: sepn
ukus: seppukus
ptau: septaugintal
eptc: septcentenary
ptce: septcentenary
mvio: septemvious
eptf: septfoil
ptfo: septfoil
ptip: septipartite
eqed: seqed
eqen: seqence
qenc: seqence
seqf: seqfchk
eqfc: seqfchk
qfch: seqfchk
fchk: seqfchk
seqq: seqq
seqr: seqrch
eqrc: seqrch
qrch: seqrch
seqw: seqwl
eqwl: seqwl
erbd: serbdom
rbdo: serbdom
rfsh: serfship
usoy: sergedusoy
rgip: sergipe
ergt: sergt
ictt: serictteria
ctte: serictteria
iesw: serieswound
olud: serioludicrous
ntcl: serpentcleide
rpiv: serpivolant
rviu: servius
rwam: serwamby
esii: sesiidae
uiox: sesquioxide
setd: setdown
setp: setpfx
etpf: setpfx
tpfx: setpfx
ttec: settecento
ttsm: settsman
seug: seugh
sevr: sevres
sevu: sevum
sewl: sewless
xern: sexern
exfa: sexfarious
xfar: sexfarious
xfid: sexfid
sexh: sexhood
xhoo: sexhood
sexy: sexy
xipo: sexipolar
exlo: sexlocular
xloc: sexlocular
sexr: sexradiate
xtic: sextic
xtos: sextos
xtry: sextry
seze: sezession
zess: sezession
sfog: sfogato
haat: shaatnez
aatn: shaatnez
tnez: shaatnez
abeq: shabeque
abuo: shabuoth
buot: shabuoth
hadk: shadkan
dkan: shadkan
dufs: shadufs
fiit: shafiite
aftf: shaftfoot
hagp: shagpate
haig: shaigia
hayk: shaykh
aykh: shaykh
ikiy: shaikiyeh
kefo: shakefork
akoe: shakoes
akud: shakudo
akuh: shakuhachi
kuha: shakuhachi
uhac: shakuhachi
moys: shamoys
dyga: shandygaff
ygaf: shandygaff
haii: shanghaiing
tihs: shantihs
ntyt: shantytown
hapk: shapka
apka: shapka
ksuc: sharksucker
arpb: sharpbill
rpbi: sharpbill
pbil: sharpbill
rpsa: sharpsaw
rpst: sharpster
arpt: sharptail
hauw: shauwe
auwe: shauwe
wabt: shawabti
wlle: shawlless
wlwi: shawlwise
awms: shawms
neew: shawneewood
haww: shawwal
hedh: shedhand
hedm: shedman
hedw: shedwise
epcr: sheepcrook
epdi: sheepdip
pdip: sheepdip
epga: sheepgate
pkil: sheepkill
epno: sheepnose
epnu: sheepnut
pnut: sheepnut
epsp: sheepsplit
etfe: sheetfed
etwr: sheetwriting
shef: sheffield
getz: shegetz
ikhd: sheikhdom
khdo: sheikhdom
eiks: sheiks
ldap: sheldapple
elfb: shelfback
lffe: shelffellow
elfy: shelfy
fmat: shelfmate
lfpi: shelfpiece
fpie: shelfpiece
lpad: shellpad
emaa: shemaal
eogu: sheogue
erdd: shepherddom
erdh: shepherdhood
ppec: sheppeck
ppey: sheppey
epph: sheppherded
pphe: sheppherded
tzid: sherbetzide
ffcy: sheriffcy
ffci: sheriffcies
fcie: sheriffcies
iffd: sheriffdom
ffdo: sheriffdom
ffho: sheriffhood
rryv: sherryvallies
ryva: sherryvallies
ewbr: shewbread
shfs: shfsep
hfse: shfsep
fsep: shfsep
hiah: shiah
hyam: shyam
ydep: shydepoke
eldd: shielddrake
lddr: shielddrake
dmay: shieldmay
higi: shigionoth
shih: shih
ikii: shikii
kses: shikses
ngsw: shillingsworth
gswo: shillingsworth
lluh: shilluh
lluk: shilluk
imei: shimei
osek: shimonoseki
ntya: shintyan
ntiy: shintiyan
hinz: shinza
pfit: shipfitter
shyp: shypoo
ipsm: shipsmith
irtd: shirtdress
rtdr: shirtdress
rtfr: shirtfront
rtsl: shirtsleeve
irtt: shirttail
hirv: shirvan
voos: shivoos
hivs: shivs
hivz: shivzoku
ivzo: shivzoku
vzok: shivzoku
izok: shizoku
hkot: shkotzim
kotz: shkotzim
shku: shkupetar
hkup: shkupetar
kupe: shkupetar
mieh: shlemiehl
iehl: shlemiehl
hluh: shluh
shno: shnook
oaln: shoalness
oalw: shoalwise
kwav: shockwave
ddyd: shoddydom
ddyl: shoddylike
oebr: shoebrush
oecr: shoecraft
oefl: shoeflower
oesc: shoescraper
oesm: shoesmith
hoew: shoewoman
hjis: shohjis
hoyu: shoyu
ojis: shojis
hojo: shojo
pmai: shopmaid
pwif: shopwife
shoq: shoq
ortt: shorttail
hotw: shotweld
elno: shovelnose
wfol: showfolk
howj: showjumping
owju: showjumping
wjum: showjumping
howu: showup
howw: showworthy
shpt: shpt
hrev: shreveport
evep: shreveport
ewdy: shrewdy
wdis: shrewdish
ewmm: shrewmmice
wmmi: shrewmmice
wsbu: shrewsbury
ieky: shrieky
iekp: shriekproof
ekpr: shriekproof
ieks: shrieks
kerg: shrinkerg
shrr: shrrinkng
hrri: shrrinkng
nkng: shrrinkng
shtc: shtchee
shtg: shtg
htok: shtokavski
hubu: shubunkin
hudn: shudna
udna: shudna
huft: shufty
shuh: shuhali
huha: shuhali
hukr: shukria
kria: shukria
huku: shukulumbwe
mbwe: shukulumbwe
shuv: shuvra
hweb: shwebo
webo: shwebo
siaf: siafu
syag: syagush
siak: siak
siau: siauliai
sybi: sybil
byls: sibyls
yboe: syboes
ybow: sybow
sibu: sibucao
ucao: sibucao
ccim: siccimeter
syci: sycite
klil: sicklily
icsa: sicsac
csac: sicsac
sydd: syddir
sidh: sidhe
sidn: sidney
dnei: sydneian
sidt: sidth
syed: syed
iegf: siegfried
egfr: siegfried
gfri: siegfried
egmu: siegmund
ievy: sievy
ifak: sifaka
syft: syftn
yftn: syftn
sigg: sigger
htsa: sightsaw
gnma: signman
ignw: signwriter
gnwr: signwriter
sigu: sigurd
siha: sihasapa
siji: sijill
ijil: sijill
ikhr: sikhra
khra: sikhra
sikr: sikra
siks: siksika
iksi: siksika
ksik: siksika
silc: silcrete
silg: silgreen
ilyb: silybum
ybum: silybum
ceoc: siliceocalcareous
lkfl: silkflower
lphl: sylphlike
vanu: silvanus
lvex: silvex
mblu: simblum
bolr: symbolry
olry: symbolry
simc: simcon
imco: simcon
simk: simkin
ymmi: symmist
thiq: sympathique
seot: symphyseotomy
msim: simsim
ymta: symtab
mtom: symtomology
acmy: synacmy
ynad: synadelphite
xary: synaxary
axax: synaxaxaria
xaxa: synaxaxaria
yncs: syncs
ndyo: syndyoceras
dyoc: syndyoceras
hdoc: synechdochism
necp: synecphonesis
nemm: synemmenon
ynez: synezisis
zisi: synezisis
ngfo: singfo
gkam: singkamas
ngph: singpho
gpho: singpho
yngr: syngraph
gsin: singsing
inhs: sinhs
sinj: sinjer
nkiu: sinkiuse
kius: sinkiuse
oeke: synoekete
eket: synoekete
oeky: synoeky
synp: synpelmous
ynpe: synpelmous
sinp: sinproof
synr: synrhabdosome
ynrh: synrhabdosome
ynse: synsepalous
insr: sinsring
nuau: sinuauricular
uaur: sinuauricular
inuv: sinuventricular
nuve: sinuventricular
sinz: sinzer
syod: syodicon
ioua: siouan
ioux: sioux
ipib: sipibo
sipl: sipling
sirc: sircar
sirg: sirgang
siry: siryan
yrye: syryenian
irih: sirih
irmu: sirmuellera
rmue: sirmuellera
syrn: syrnium
irua: siruaballi
sysi: sysin
isyr: sisyrinchium
syso: sysout
mwid: systemwide
sitf: sitfast
tzba: sitzbath
zbat: sitzbath
syud: syud
syun: syun
iusi: siusi
iusl: siuslaw
sivv: sivvens
vven: sivvens
siwe: siwens
sixa: sixain
sixg: sixgun
ixgu: sixgun
xgun: sixgun
ixha: sixhaend
xhae: sixhaend
ixhy: sixhynde
xhyn: sixhynde
xmos: sixmos
ixsc: sixscore
xsco: sixscore
ixso: sixsome
xtes: sixtes
xthe: sixthet
xthl: sixthly
xths: sixths
xtyf: sixtyfold
ixto: sixtowns
xtow: sixtowns
izei: sizeine
sjaa: sjaak
jaak: sjaak
sjam: sjambok
sjou: sjouke
kaal: skaalpund
aamo: skaamoog
kags: skags
skay: skayles
aitb: skaitbird
skaw: skaw
keeb: skeeball
keeg: skeeg
ezic: skeezicks
zick: skeezicks
ezix: skeezix
skef: skef
keic: skeich
keif: skeif
keip: skeipp
eyti: skeyting
kelf: skelf
kelg: skelgoose
kemm: skemmel
eoug: skeough
skev: skevish
kewy: skewy
kews: skews
ewwh: skewwhiff
wwhi: skewwhiff
khia: skhian
kiat: skiatron
kybo: skyborne
ibsl: skibslast
bsla: skibslast
skic: skice
kice: skice
kyco: skycoach
kycr: skycraft
ddyc: skiddycock
dyco: skiddycock
kidi: skidi
ydov: skydove
kieg: skiegh
kyey: skyey
kieu: skieur
kift: skift
kyft: skyfte
yfte: skyfte
kyfu: skyful
kiis: skiis
kiop: skiophyte
kipb: skipbrain
kipd: skipdent
ipde: skipdent
pden: skipdent
kypi: skypipe
ypip: skypipe
kipk: skipkennel
pken: skipkennel
kypl: skyplast
kipm: skipman
kipt: skiptail
kipw: skipway
kyre: skyre
kyrg: skyrgaliard
yrga: skyrgaliard
rreh: skirreh
irwh: skirwhit
kysh: skyshine
kyst: skystone
kysw: skysweeper
skyt: skyte
itsw: skitswish
tybo: skittyboot
skyu: skyugle
kyug: skyugle
yugl: skyugle
kivy: skivy
ywav: skywave
kiwy: skiwy
ywro: skywrote
kogb: skogbolite
kopt: skoptsy
ptsy: skoptsy
eghs: skreeghs
skry: skryer
krye: skryer
krik: skrike
skru: skrupul
kuas: skuas
kulp: skulp
skup: skupshtina
psht: skupshtina
skur: skurry
skut: skutterudite
labw: slabwood
slae: slae
mpam: slampamp
gkop: slangkop
ngwh: slangwhang
gwha: slangwhang
pdab: slapdab
lavd: slavdom
avdo: slavdom
vdom: slavdom
ledf: sledful
eepr: sleepry
eetp: sleetproof
epez: slepez
slib: slibbersauce
slyb: slyboots
ddry: sliddry
slil: slily
gbal: slingball
nksk: slinkskin
lipg: slipgibbet
ipgi: slipgibbet
pgib: slipgibbet
lipm: slipman
lipn: slipnoose
hodn: slipshodness
slir: slirt
vitz: slivovitz
sliw: sliwer
oyds: sloyds
ojds: slojds
lopd: slopdash
oubb: sloubbie
owgo: slowgoing
wgoi: slowgoing
umdo: slumdom
mgul: slumgullion
umwa: slumward
slup: slup
lurv: slurvian
gdes: smaragdes
gdit: smaragdite
agds: smaragds
agdu: smaragdus
mnua: smectymnuan
mnuu: smectymnuus
nuus: smectymnuus
mift: smift
yrne: smyrnean
mytr: smytrie
keja: smokejack
keju: smokejumper
okys: smokyseeming
kyse: smokyseeming
othh: smoothhound
smrg: smrgs
mrgs: smrgs
smrr: smrrebrd
mrre: smrrebrd
ebrd: smrrebrd
smui: smuisty
fued: snafued
afui: snafuing
fuin: snafuing
nagb: snagbush
ssna: snailfishessnailflower
keol: snakeology
kesk: snakeskin
pbag: snapbag
napy: snapy
napj: snapjack
leyy: snarleyyow
eyyo: snarleyyow
yyow: snarleyyow
eyow: snarleyow
avvl: snavvle
vvle: snavvle
aksb: sneaksby
ksby: sneaksby
aksm: sneaksman
sneb: sneb
ezep: sneezeproof
zepr: sneezeproof
zewe: sneezeweed
snem: snemovna
movn: snemovna
ovna: snemovna
snya: snyaptic
nyap: snyaptic
yapt: snyaptic
nyed: snyed
ggor: sniggoringly
snyi: snying
ipeb: snipebill
pebi: snipebill
pesb: snipesbill
nipj: snipjack
nipn: snipnose
apsn: snipsnapsnorum
nivy: snivy
nodl: snodly
snoh: snohomish
snok: snoke
snol: snollygoster
snon: snonowas
noov: snoove
snop: snop
tfai: snoutfair
wbli: snowblink
wblo: snowblower
wcre: snowcreep
wfie: snowfield
nowk: snowk
owsc: snowscape
noww: snowworm
snoz: snozzle
bnos: snubnose
nubp: snubproof
snuc: snuck
uffk: snuffkin
nugs: snugs
nupp: snupper
nurp: snurp
snuz: snuzzle
oapy: soapy
sobf: sobful
sobp: sobproof
etye: societyese
ocii: socii
ioro: socioromantic
ocme: socmen
dacl: sodaclase
sodb: sodbuster
sodl: sodless
odok: sodoku
doku: sodoku
sods: sods
sodw: sodwork
soek: soekoe
oeko: soekoe
sofi: sofia
sofk: sofkee
ofke: sofkee
fkee: sofkee
ofok: sofoklis
fokl: sofoklis
ftas: softas
ftbr: softbrained
oftc: softcoal
ftco: softcoal
ftho: softhorn
ftta: softtack
oyas: soyas
soie: soiesette
soix: soixantine
oixa: soixantine
ojas: sojas
kotr: sokotri
danr: soldanrie
ierp: soldierproof
emnc: solemncholy
mnch: solemncholy
solg: solgel
lgel: solgel
loec: soloecophanes
zici: solonetzicity
lvaa: solvaated
vaat: solvaated
aate: solvaated
olvs: solvsbergite
lvsb: solvsbergite
vsbe: solvsbergite
omde: somdel
mdel: somdel
mdie: somdiel
omeh: somehow
ewhy: somewhy
omnu: somnus
pner: sompner
sonj: sonja
sonk: sonk
sooe: sooey
sooh: soohong
sooj: soojee
ooje: soojee
ojee: soojee
soom: soom
soop: sooper
oraw: soorawn
ooso: soosoo
osoo: soosoo
otyi: sootying
rdaw: sordawalite
sorv: sorva
sosq: sosquil
sotw: sotweed
ouag: souagga
ouea: soueak
ueef: soueef
souh: souhegan
uheg: souhegan
lsav: soulsaving
oulw: soulward
oulx: soulx
oulz: soulz
oupb: soupbone
ourj: sourjack
uthc: southcottian
hcot: southcottian
nirs: souvenirs
ouvl: souvlaki
uvla: souvlaki
vlak: souvlaki
souw: souwester
uwes: souwester
gnti: sovereignties
ietd: sovietdom
sovp: sovprene
ovpr: sovprene
vpre: sovprene
owlt: sowlth
wlth: sowlth
soxh: soxhlet
oxhl: soxhlet
xhle: soxhlet
sozl: sozly
ozly: sozly
ozol: sozolic
spaa: spaad
paad: spaad
paeb: spaebook
paec: spaecraft
paer: spaer
etzl: spaetzle
aewi: spaewife
aewr: spaewright
ghew: spanghew
rkpr: sparkproof
owci: sparrowcide
wcid: sparrowcide
rowg: sparrowgrass
hifl: spathiflorae
atlu: spatlum
patz: spatzle
atzl: spatzle
wnea: spawneater
ledb: speckledbill
ksio: specksioneer
ecsa: specsartine
cttr: specttra
edgu: speedgun
eelk: speelken
eisk: speiskobalt
skob: speiskobalt
pekb: spekboom
pekt: spekt
amto: speramtozoon
mtoz: speramtozoon
speu: speuchan
eroq: spheroquartic
inxl: sphinxlike
yrap: sphyrapicus
spyb: spyboat
icig: spicigerous
spyd: spydom
spye: spyer
pyer: spyer
spyf: spyfault
pyfa: spyfault
yfau: spyfault
spyh: spyhole
dlag: spindlage
spyp: spyproof
pypr: spyproof
ritd: spiritdom
itdo: spiritdom
ritw: spiritweed
spys: spyship
pysh: spyship
tkid: spitkid
spyt: spytower
itpo: spitpoison
itzf: spitzflute
tzfl: spitzflute
zflu: spitzflute
tzko: spitzkop
zkop: spitzkop
pive: spivery
pivs: spivs
leug: spleughan
itnu: splitnut
spoa: spoach
spoc: spock
spog: spogel
lfiv: spoilfive
lsmo: spoilsmonger
poom: spoom
neyn: spooneyness
hgef: sprachgefuhl
efuh: sprachgefuhl
fuhl: sprachgefuhl
echg: sprechgesang
hges: sprechgesang
reeu: spreeuw
eeuw: spreeuw
zatu: sprezzatura
rigt: sprigtail
ndge: sprindge
gfie: springfield
nggu: springgun
ngwu: springwurzel
gwur: springwurzel
rucy: sprucy
pudb: spudboy
pued: spued
spuf: spuffle
spuk: spuke
pulz: spulzie
pumy: spumy
punw: spunware
rgew: spurgewort
rluo: spurluous
sqrt: sqrt
uabs: squabs
uamy: squamy
moep: squamoepithelial
oimb: squamosoimbricated
uams: squamscot
msco: squamscot
uatn: squatness
uatw: squatwise
uawd: squawdom
uawm: squawmish
uawr: squawroot
uaws: squaws
uawt: squawtits
uaww: squawweed
quax: squaxon
uaxo: squaxon
egei: squeegeing
ueel: squeel
ezem: squeezeman
uegs: squegs
uibc: squibcrack
ibcr: squibcrack
uimm: squimmidge
irmy: squirmy
lsst: squirrelsstagnate
quoz: squoze
uoze: squoze
srac: srac
srav: sravaka
avak: sravaka
srik: srikanth
srir: sriram
sris: sris
srut: sruti
taab: staab
tabp: stabproof
abpr: stabproof
tabw: stabwort
kgar: stackgarth
dtha: stadthaus
fstr: staffstriker
gefr: stagefright
gewr: stagewright
tagf: stagflation
agfl: stagflation
gfla: stagflation
agsk: stagskin
tayb: staybolt
ynil: staynil
tayp: staypak
ypak: staypak
lkoe: stalkoes
ngke: stallingken
gken: stallingken
allk: stallkeeper
ammr: stammrel
mmre: stammrel
dbyb: standbybys
byby: standbybys
nzae: stanzaed
aplf: staplf
oobr: staroobriadtsi
adts: staroobriadtsi
dtsi: staroobriadtsi
rvea: starveacre
veac: starveacre
ateq: statequake
tatf: statfarad
ticp: staticproof
tohm: statohm
tuec: statuecraft
tatv: statvolt
atvo: statvolt
ropg: stauropgia
tavr: stavrite
stbd: stbd
stdd: stddmp
tddm: stddmp
ddmp: stddmp
teaa: steaakhouse
eaak: steaakhouse
aakh: steaakhouse
pygy: steatopygy
ygic: steatopygic
tedh: stedhorses
tedm: stedman
teea: steeadying
eead: steeadying
eyni: steyning
teka: stekan
temh: stemhead
emhe: stemhead
gahs: stengahs
noha: stenohaline
phru: stenotaphrum
pbai: stepbairn
pnep: stepnephew
epni: stepniece
pnie: stepniece
epwi: stepwise
ernc: sterncastle
rnfo: sternforemost
ernk: sternknee
rnkn: sternknee
rnna: sternna
rnox: sternoxiphoid
ernp: sternpost
okyr: stethokyrtograph
kyrt: stethokyrtograph
teub: steuben
tewy: stewy
yany: styany
ichc: stichcharia
ickj: stickjaw
tyed: styed
ffhe: stiffhearted
ifft: stifftail
tyfz: styfziekte
yfzi: styfziekte
fzie: styfziekte
gmai: stigmai
gmeo: stigmeology
gmes: stigmes
tyld: styldia
ylew: stylewort
ltbi: stiltbird
miei: stymieing
imyi: stimying
ymyi: stymying
gbul: stingbull
inkd: stinkdamp
nkda: stinkdamp
nkyf: stinkyfoot
kyfo: stinkyfoot
ofoa: styrofoam
rupw: stirrupwise
styt: stythe
styw: styward
stlg: stlg
toai: stoai
tobs: stobs
kbow: stockbow
kjud: stockjudging
todt: stodtone
odto: stodtone
tokv: stokvis
okvi: stokvis
tolk: stolkjaerre
olkj: stolkjaerre
lkja: stolkjaerre
kjae: stolkjaerre
jaer: stolkjaerre
olzi: stolzite
lzit: stolzite
aeud: stomodaeudaea
eumd: stomodeumdea
mdea: stomodeumdea
nesf: stonesfield
toof: stoof
oopg: stoopgallant
opbl: stopblock
pdic: stopdice
ppeu: stoppeur
rywr: storywriter
rksb: storksbill
rmbi: stormbird
rmco: stormcock
mcoc: stormcock
mwin: stormwind
ovai: stovaine
vebr: stovebrush
owps: stowps
towt: stowth
toww: stowwood
adld: stradld
htaw: straightaway
htla: straightlaced
htta: straighttail
ghtu: straightup
htup: straightup
aitj: straitjacket
asbu: strasburg
wfor: strawfork
awya: strawyard
wmot: strawmote
reah: streahte
eaht: streahte
msid: streamside
selk: streuselkuchen
lkuc: streuselkuchen
gcou: stringcourse
ngyb: stringybark
ripf: stripfilm
royg: stroygood
oygo: stroygood
omuh: stromuhr
muhr: stromuhr
gbra: strongbrained
gyls: strongyls
gpoi: strongpoint
bboy: stubboy
tubc: stubchen
uboy: stuboy
tubr: stubrunner
udys: studys
stue: stue
uffg: stuffgownsman
fgow: stuffgownsman
tulm: stulm
tioq: stultioquy
ltlo: stultloquent
tloq: stultloquent
tunp: stunpoll
upex: stupex
tuph: stuphe
suae: suaeda
suah: suaharo
badv: subadvocate
ubak: subakhmimic
lbid: subalbid
balp: subalpine
ubam: subamare
bcae: subcaecal
bcam: subcampanulate
bcep: subception
bchl: subchloride
nctt: subcincttoria
ctto: subcincttoria
vioa: subclavioaxillary
ioax: subclavioaxillary
vioj: subclaviojugular
ioju: subclaviojugular
bcov: subcover
bcry: subcrystalline
bcro: subcrossing
bded: subdeducible
bdet: subdeterminant
bdev: subdevil
bdil: subdilated
bdru: subdruid
ubdw: subdwarf
bdwa: subdwarf
benf: subenfeoff
ubev: subevergreen
bexa: subexaminer
bfeb: subfebrile
bfib: subfibrous
bfoc: subfocal
bgia: subgiant
bgit: subgit
bgle: subglenoid
bglu: subglumaceous
bgod: subgod
bgri: subgrin
bgul: subgular
bgum: subgum
ubgw: subgwely
bgwe: subgwely
bhas: subhastation
bhed: subhedral
bhep: subhepatic
bhex: subhexagonal
bhys: subhysteria
ubiy: subiya
ctdo: subjectdom
bjee: subjee
ubji: subjicible
bmac: submachine
bmam: submammary
bmee: submeeting
ubmy: submytilacea
bmyt: submytilacea
bmot: submotive
bmun: submundane
bmur: submuriate
bnac: subnacreous
bnan: subnanosecond
bnar: subnarcotic
bnec: subnect
bnex: subnex
bnud: subnude
bnuv: subnuvolar
nuvo: subnuvolar
uvol: subnuvolar
bpac: subpackage
bpag: subpagoda
bpav: subpavement
bpia: subpial
bpim: subpimp
bpis: subpiston
bpli: subplinth
bpod: subpodophyllous
bput: subputation
bsea: subsea
seci: subsecive
bsew: subsewer
bsex: subsextuple
bsic: subsicive
ubsm: subsmile
ubsn: subsneer
bsne: subsneer
bsov: subsovereign
bspl: subsplenial
ubsq: subsquadron
ubss: subssellia
bsse: subssellia
strs: substrstrata
trst: substrstrata
ysub: subsultorysubsultus
btax: subtaxer
btym: subtympanitic
btli: subtlist
btow: subtower
ubtw: subtwined
btwi: subtwined
ubuc: subucula
banh: suburbanhood
bvag: subvaginal
bvei: subvein
bvii: subvii
bvil: subvillain
bvis: subvisible
bwea: subwealthy
bwei: subweight
ubwi: subwink
bwin: subwink
ubze: subzero
bzer: subzero
ubzy: subzygomatic
bzyg: subzygomatic
cahs: succahs
cesf: succesful
corl: succorless
ccud: succudry
udry: succudry
ckau: suckauhock
kauh: suckauhock
auho: suckauhock
uhoc: suckauhock
sucl: suclat
sudr: sudra
dsed: sudsed
suec: suecism
sueg: suegee
suen: suent
suez: suez
sufe: sufeism
ufei: sufeism
ugih: sugih
sugs: sugsloot
ugsl: sugsloot
gslo: sugsloot
sugu: suguaro
uhua: suhuaro
suif: suiform
suik: suikerbosch
suim: suimate
suyo: suyog
uyog: suyog
uion: suiones
ivez: suivez
suji: suji
ukko: sukkoth
sulb: sulbasutra
lfag: sulfaguanidine
lylg: sulfanilylguanidine
fasu: sulfasuxidine
asux: sulfasuxidine
suxi: sulfasuxidine
uxid: sulfasuxidine
lfaz: sulfazide
foac: sulfoacid
fobi: sulfobismuthite
fobo: sulfoborite
foch: sulfochloride
lfof: sulfofication
fofi: sulfofication
lfog: sulfogermanate
fohy: sulfohydrate
fonm: sulfonmethane
foph: sulfophthalein
fose: sulfoselenide
lfow: sulfowolframic
fowo: sulfowolframic
hazo: sulphazotize
lphb: sulphbismuthite
phbi: sulphbismuthite
lphh: sulphhemoglobin
phhe: sulphhemoglobin
hhem: sulphhemoglobin
lphm: sulphmethemoglobin
phme: sulphmethemoglobin
hofy: sulphofy
ncya: sulphoncyanine
honm: sulphonmethane
honp: sulphonphthalein
npht: sulphonphthalein
hozi: sulphozincate
hurp: sulphurproof
sumn: sumner
unck: suncke
ndek: sundek
iesm: sundriesman
sunh: sunhat
nnud: sunnud
sunp: sunproof
sunq: sunquake
suov: suovetaurilia
upaw: supawn
ffiu: superaffiuence
fiue: superaffiuence
iuen: superaffiuence
rblu: superblunder
erbn: superbness
rbne: superbness
rdej: superdejection
rdir: superdirection
renr: superenrollment
rfeu: superfeudation
rhir: superhirudine
rnui: supernuity
rovu: superovulation
rreq: superrequirement
rtuc: supertuchun
rult: superultrafrostified
rvex: supervexation
supl: suplex
supo: suporvisory
porv: suporvisory
uppn: suppnea
ppne: suppnea
agov: supragovernmental
supu: supulchre
supv: supvr
upvr: supvr
rfab: surfable
surh: surhai
uriq: surique
uedr: surquedry
surw: surwan
sush: sushi
suso: susotoxin
susq: susquehanna
ueha: susquehanna
usuh: susuhunan
uhun: susuhunan
usui: susuidae
suum: suum
uwan: suwandi
suwe: suwe
suzy: suzy
suzu: suzuki
svab: svabite
svam: svamin
ntov: svantovit
rajs: svarajs
rlok: svarloka
svce: svce
svet: svetambara
svgs: svgs
svia: sviatonosite
ggir: swaggir
waim: swaimous
wamy: swamy
wanf: swanflower
rtzb: swartzbois
tzbo: swartzbois
zboi: swartzbois
swav: swaver
wedi: swedish
wedr: swedru
epbo: sweepboard
etcl: sweetclover
rtdo: sweetheartdom
eetk: sweetkins
welp: swelp
eptb: sweptback
ptba: sweptback
eptw: sweptwing
werd: swerd
swie: swietenia
wiet: swietenia
ltub: swilltub
wimy: swimy
gdev: swingdevil
ngkn: swingknife
gkni: swingknife
wipy: swipy
hgea: switchgear
chgi: switchgirl
swyt: swythe
wyth: swythe
zerl: switzerland
swiw: swiwet
wiwe: swiwet
swle: swleaves
woln: swoln
ordg: swordgrass
rdkn: swordknot
rdsl: swordslipper
ordt: swordtail
swos: swosh
wosh: swosh
oune: swouned
swow: swow
swur: swure
wure: swure
szai: szaibelyite
szek: szekler
zekl: szekler
szla: szlachta
szop: szopelka
aalb: taalbond
abeb: tabebuia
abue: tabued
hhyd: tachhydrite
yiat: tachyiatry
ysys: tachysystole
tacm: tacmahack
cmah: tacmahack
tacp: tacpoint
acpo: tacpoint
cpoi: tacpoint
cuac: tacuacine
tadb: tadbhava
adbh: tadbhava
dbha: tadbhava
djik: tadjik
aenn: taennin
ffyl: taffylike
fyli: taffylike
ffyw: taffywise
fywi: taffywise
tafw: tafwiz
fwiz: tafwiz
tagt: tagtail
werk: tagwerk
tahg: tahgook
hgoo: tahgook
tahk: tahkhana
ahkh: tahkhana
hkha: tahkhana
ahlt: tahltan
hlta: tahltan
taho: tahona
ahrs: tahrs
tahu: tahua
iaha: taiaha
tayg: taygeta
taih: taihoa
aiho: taihoa
ihoa: taihoa
ayir: tayir
ikih: taikih
lgun: tailgunner
ilze: tailzee
lzee: tailzee
aipo: taipo
ysaa: taysaam
saam: taysaam
ysmm: taysmm
taje: tajes
kayu: takayuki
ayuk: takayuki
keuc: takeuchi
khaa: takhaar
adjy: takhtadjy
akyr: takyr
takk: takkanah
tako: takosis
takr: takrouri
alaj: talaje
laje: talaje
lcke: talcked
lcky: talcky
lcki: talcking
epye: talepyet
lkfe: talkfest
kfes: talkfest
lkfu: talkful
yhoe: tallyhoed
yhoi: tallyhoing
lpet: talpetate
luhe: taluhet
uhet: taluhet
nowu: tamanowus
owus: tamanowus
taml: tamlung
nyiz: tammanyize
mpoy: tampoy
tamz: tamzine
mzin: tamzine
demw: tandemwise
neka: tanekaha
ipah: tangipahoa
nyoa: tanyoan
